,area_type,availability,bedrooms,total_sqft,bath,balcony,ranked,price in rupees
2665,P,0,2.0,680.0,3.0,2.0,398,6000000.0
2666,B,1,3.0,1830.0,4.0,2.0,88,15000000.0
2667,B,1,4.0,2150.0,3.0,2.0,467,8500000.0
2668,B,0,3.0,1825.0,3.0,1.0,265,10500000.0
2669,B,1,2.0,1265.0,2.0,2.0,110,5500000.0
2670,B,0,3.0,1639.0,3.0,1.0,242,9832000.0
2671,B,1,2.0,1025.0,2.0,1.0,396,3588000.0000000005
2672,B,1,3.0,1300.0,2.0,2.0,175,5200000.0
2673,B,1,3.0,1530.0,2.0,2.0,153,9000000.0
2674,B,1,2.0,1400.0,2.0,1.0,16,19000000.0
2675,B,0,3.0,1691.0,2.0,2.0,447,10200000.0
2676,B,1,2.0,1300.0,2.0,2.0,301,7900000.0
2677,B,1,3.0,1305.0,2.0,1.0,121,5900000.0
2678,P,1,3.0,1500.0,2.0,1.0,222,13000000.0
2679,B,1,3.0,1551.0,2.0,2.0,254,6000000.0
2680,B,1,3.0,1765.0,3.0,2.0,203,11800000.0
2681,B,1,2.0,1175.0,2.0,2.0,371,3800000.0
2682,B,1,2.0,1078.0,2.0,2.0,203,4500000.0
2683,B,1,3.0,1150.0,2.0,1.0,338,5750000.0
2684,B,1,2.0,1005.0,2.0,1.0,335,3668000.0
2685,B,1,2.0,1024.0,2.0,1.0,134,3200000.0
2686,B,0,2.0,700.0,2.0,1.0,335,4000000.0
2687,B,1,3.0,1670.0,2.0,3.0,171,5700000.0
2688,B,0,2.0,1015.0,2.0,2.0,493,2588000.0
2689,B,1,2.0,1500.0,2.0,2.0,120,8800000.0
2690,B,1,4.0,2400.0,5.0,3.0,49,18000000.0
2691,B,1,3.0,4500.0,4.0,2.0,102,36000000.0
2692,B,1,3.0,1999.0,3.0,2.0,261,13200000.0
2693,P,1,3.0,600.0,3.0,1.0,96,9000000.0
2694,B,1,3.0,1650.0,3.0,0.0,162,11000000.0
2695,B,1,2.0,850.0,2.0,1.0,120,4200000.0
2696,B,1,3.0,1580.0,3.0,3.0,93,5356000.0
2697,B,1,2.0,1295.0,2.0,2.0,93,5547000.0
2698,B,1,3.0,3500.0,4.0,2.0,414,18500000.0
2699,B,1,4.0,6200.0,4.0,2.0,171,74400000.0
2700,B,1,2.0,1020.0,2.0,1.0,441,4079999.9999999995
2701,B,1,1.0,705.0,1.0,1.0,282,5700000.0
2702,B,1,3.0,1820.0,3.0,2.0,332,8500000.0
2703,P,0,3.0,600.0,2.0,1.0,271,11000000.0
2704,B,0,2.0,900.0,2.0,1.0,335,4100000.0
2705,B,1,2.0,1200.0,3.0,2.0,257,7000000.0
2706,B,1,2.0,1070.0,2.0,1.0,110,4800000.0
2707,B,1,2.0,1070.0,2.0,1.0,447,5800000.0
2708,B,1,4.0,2610.0,4.0,2.0,16,30600000.0
2709,B,1,3.0,1643.0,3.0,2.0,120,7500000.0
2710,B,1,2.0,1360.0,2.0,1.0,234,10300000.0
2711,P,1,3.0,2400.0,2.0,3.0,91,18000000.0
2712,B,0,3.0,1787.0,3.0,2.0,171,9829000.0
2713,B,1,1.0,2400.0,2.0,0.0,132,23000000.0
2714,B,0,3.0,1410.0,2.0,2.0,181,5358000.0
2715,P,0,3.0,1200.0,3.0,1.0,371,6777000.0
2716,B,0,2.0,945.0,2.0,1.0,335,4700000.0
2717,P,0,1.0,812.0,1.0,0.0,499,2600000.0
2718,P,1,1.0,812.0,1.0,1.0,397,2600000.0
2719,P,1,6.0,1407.0,4.0,1.0,187,15000000.0
2720,B,1,3.0,2060.0,3.0,2.0,154,15000000.0
2721,B,1,2.0,1260.0,2.0,1.0,349,6000000.0
2722,B,1,2.0,1367.0,2.0,2.0,67,8600000.0
2723,P,1,1.0,1350.0,1.0,1.0,121,14500000.0
2724,B,0,3.0,1250.0,2.0,2.0,275,4250000.0
2725,B,1,2.0,1200.0,2.0,1.0,235,5400000.0
2726,B,1,2.0,550.0,2.0,1.0,265,2600000.0
2727,B,1,3.0,1464.0,3.0,3.0,301,5600000.0
2728,P,1,6.0,1200.0,5.0,1.0,122,15000000.0
2729,B,0,2.0,1065.0,2.0,1.0,180,4786000.0
2730,B,1,5.0,2845.0,5.0,1.0,341,14000000.0
2731,B,0,2.0,1047.0,2.0,1.0,126,8200000.0
2732,P,1,2.0,1200.0,2.0,0.0,93,15000000.0
2733,B,1,2.0,1034.0,2.0,3.0,275,4000000.0
2734,B,1,2.0,1300.0,2.0,2.0,243,6500000.0
2735,B,1,3.0,1335.0,3.0,2.0,352,8900000.0
2736,B,0,2.0,1170.0,2.0,1.0,134,5600000.0
2737,B,1,3.0,1690.0,3.0,2.0,254,8500000.0
2738,B,1,2.0,660.0,2.0,0.0,111,7600000.0
2739,B,1,4.0,3500.0,4.0,0.0,339,15000000.0
2740,B,1,2.0,950.0,2.0,1.0,182,5500000.0
2741,P,1,3.0,1800.0,3.0,2.0,28,25200000.0
2742,B,1,2.0,1110.0,2.0,2.0,397,3625000.0
2743,B,1,3.0,1839.0,3.0,3.0,97,16500000.0
2744,B,0,3.0,1645.0,3.0,2.0,78,11700000.0
2745,B,0,2.0,1173.0,2.0,1.0,134,7820000.0
2746,B,0,3.0,1520.0,2.0,1.0,132,10300000.0
2747,P,1,6.0,760.0,6.0,0.0,106,9800000.0
2748,B,1,2.0,1200.0,2.0,2.0,224,5200000.0
2749,B,1,2.0,1140.0,2.0,2.0,301,4200000.0
2750,B,1,2.0,1100.0,2.0,2.0,257,5000000.0
2751,B,1,2.0,1142.0,2.0,2.0,155,7000000.0
2752,P,1,7.0,930.0,4.0,2.0,25,8500000.0
2753,B,1,3.0,1442.0,3.0,2.0,108,8000000.0
2754,B,1,3.0,1517.0,3.0,3.0,204,10000000.0
2755,B,1,3.0,2456.0,3.0,3.0,12,22000000.0
2756,B,1,2.0,1420.0,2.0,0.0,46,12000000.0
2757,B,1,2.0,1541.0,2.0,1.0,21,18100000.0
2758,B,0,2.0,1296.0,2.0,2.0,233,7200000.0
2759,P,0,2.0,1306800.0,2.0,2.0,280,2950000.0
2760,B,1,1.0,1200.0,1.0,0.0,247,9500000.0
2761,B,1,4.0,3535.0,4.0,2.0,238,21500000.0
2762,B,1,3.0,1560.0,3.0,3.0,90,6600000.0
2763,P,1,2.0,276.0,3.0,3.0,182,2300000.0
2764,P,1,5.0,3227.0,5.0,0.0,134,25000000.0
2765,B,1,3.0,2700.0,3.0,3.0,18,20000000.0
2766,B,1,2.0,1290.0,2.0,2.0,121,8000000.0
2767,B,0,3.0,1300.0,3.0,1.0,335,6900000.0
2768,B,0,3.0,2087.0,3.0,2.0,106,11500000.0
2769,P,1,2.0,1200.0,2.0,1.0,96,20000000.0
2770,B,0,4.0,2119.0,4.0,3.0,212,11100000.0
2771,B,1,2.0,1400.0,2.0,2.0,351,5750000.0
2772,B,1,1.0,615.0,1.0,1.0,288,4600000.0
2773,B,1,2.0,1007.0,2.0,2.0,204,4300000.0
2774,B,1,2.0,1300.0,2.0,2.0,301,6000000.0
2775,B,1,2.0,1273.0,2.0,2.0,171,6000000.0
2776,B,1,2.0,1140.0,2.0,2.0,260,5200000.0
2777,B,1,2.0,1104.0,2.0,1.0,371,3550000.0
2778,P,1,5.0,1200.0,5.0,2.0,263,9600000.0
2779,B,1,2.0,1195.0,2.0,1.0,134,7000000.0
2780,B,1,2.0,1140.0,2.0,2.0,278,3990000.0
2781,B,1,3.0,2020.0,3.0,3.0,278,27000000.0
2782,P,1,6.0,600.0,6.0,2.0,203,7500000.0
2783,B,0,4.0,2225.0,4.0,0.0,447,9888000.0
2784,B,1,3.0,1364.0,2.0,3.0,411,5000000.0
2785,B,0,2.0,1130.0,2.0,1.0,447,3264000.0
2786,B,0,1.0,416.0,1.0,1.0,435,1719000.0000000002
2787,B,0,2.0,850.0,2.0,2.0,171,3200000.0
2788,B,0,3.0,1500.0,3.0,2.0,447,5000000.0
2789,B,1,2.0,1080.0,2.0,2.0,464,3800000.0
2790,B,1,2.0,1025.0,2.0,1.0,447,5000000.0
2791,B,1,2.0,1240.0,2.0,2.0,335,6500000.0
2792,B,1,2.0,1080.0,2.0,1.0,203,5300000.0
2793,B,1,2.0,1250.0,2.0,2.0,353,6500000.0
2794,B,1,3.0,1540.0,3.0,2.0,175,6500000.0
2795,B,1,3.0,1640.0,3.0,2.0,93,26200000.0
2796,B,1,2.0,1100.0,2.0,1.0,68,9000000.0
2797,B,1,2.0,1000.0,2.0,3.0,128,5800000.0
2798,B,0,3.0,1185.0,2.0,2.0,493,3022000.0
2799,P,1,5.0,750.0,3.0,1.0,196,9500000.0
2800,P,1,4.0,1200.0,4.0,2.0,382,10000000.0
2801,B,1,2.0,1250.0,2.0,1.0,214,7600000.0
2802,B,1,2.0,1200.0,2.0,2.0,404,3900000.0
2803,B,1,3.0,1700.0,3.0,3.0,319,7500000.0
2804,B,1,2.0,1367.0,2.0,2.0,59,6200000.0
2805,B,1,3.0,971.0,2.0,2.0,493,3800000.0
2806,B,0,2.0,1342.0,2.0,1.0,447,7200000.0
2807,P,0,1.0,800.0,1.0,0.0,376,5200000.0
2808,B,0,3.0,1310.0,2.0,1.0,447,3784000.0000000005
2809,B,1,3.0,1541.0,3.0,1.0,134,7200000.0
2810,B,1,2.0,795.0,2.0,1.0,441,3254000.0
2811,B,1,2.0,1018.0,2.0,0.0,341,2345000.0
2812,B,1,3.0,1245.0,3.0,3.0,327,6600000.0
2813,P,1,4.0,2000.0,4.0,1.0,145,6900000.0
2814,B,0,2.0,1155.0,2.0,1.0,278,6000000.0
2815,P,1,3.0,1200.0,3.0,1.0,134,5672000.0
2816,B,1,2.0,1105.0,2.0,1.0,407,3867000.0
2817,P,1,4.0,4000.0,4.0,2.0,134,33000000.0
2818,B,1,3.0,1820.0,3.0,2.0,332,8550000.0
2819,P,1,5.0,2200.0,7.0,2.0,203,35000000.0
2820,B,1,3.0,1530.0,2.0,1.0,447,4590000.0
2821,B,0,3.0,1275.0,2.0,2.0,276,3979999.9999999995
2822,B,1,2.0,1170.0,2.0,3.0,234,5300000.0
2823,B,1,2.0,1342.0,2.0,1.0,447,9000000.0
2824,B,1,3.0,1495.0,2.0,2.0,404,7000000.0
2825,B,1,2.0,1240.0,2.0,1.0,231,7100000.0
2826,B,1,3.0,3329.0,3.0,2.0,171,33000000.0
2827,B,0,2.0,1170.0,2.0,2.0,175,4680000.0
2828,P,1,4.0,2700.0,3.0,2.0,216,9000000.0
2829,B,1,2.0,1181.0,2.0,1.0,121,7500000.0
2830,B,1,3.0,1220.0,3.0,3.0,171,5600000.0
2831,B,1,2.0,1160.0,2.0,2.0,414,3600000.0
2832,B,1,2.0,1200.0,2.0,1.0,339,5000000.0
2833,B,0,3.0,1469.0,3.0,1.0,234,8900000.0
2834,P,1,2.0,1688.0,2.0,0.0,20,28000000.0
2835,B,1,2.0,900.0,2.0,2.0,403,4200000.0
2836,B,1,2.0,1140.0,2.0,2.0,93,3865000.0
2837,B,1,2.0,1040.0,2.0,1.0,203,4159000.0000000005
2838,P,1,4.0,1350.0,4.0,2.0,192,14000000.0
2839,B,1,2.0,1098.0,2.0,1.0,290,7200000.0
2840,B,1,3.0,1427.0,3.0,2.0,233,12000000.0
2841,B,1,3.0,1050.0,2.0,1.0,335,5900000.0
2842,B,1,2.0,1420.0,2.0,1.0,78,12300000.0
2843,B,1,3.0,1100.0,2.0,2.0,435,4500000.0
2844,B,1,3.0,1540.0,3.0,3.0,238,8500000.0
2845,P,1,4.0,800.0,4.0,2.0,181,12000000.0
2846,B,1,4.0,3526.0,4.0,3.0,93,59800000.0
2847,B,0,2.0,1070.0,2.0,2.0,276,3860000.0
2848,B,1,3.0,1640.0,3.0,2.0,182,12000000.0
2849,B,1,2.0,1500.0,2.0,1.0,340,7800000.0
2850,B,0,2.0,1200.0,2.0,1.0,175,5790000.0
2851,B,1,2.0,1005.0,2.0,1.0,441,3959000.0000000005
2852,B,1,2.0,1290.0,2.0,2.0,245,7200000.0
2853,B,1,3.0,2250.0,3.0,2.0,288,16000000.0
2854,B,0,3.0,1610.0,3.0,1.0,212,8453000.0
2855,B,1,2.0,1110.0,2.0,1.0,447,4000000.0
2856,P,1,3.0,1200.0,3.0,2.0,493,6500000.0
2857,B,1,2.0,1240.0,2.0,2.0,209,8000000.0
2858,B,1,2.0,1000.0,2.0,2.0,301,4400000.0
2859,B,1,2.0,1035.0,2.0,2.0,210,6000000.0
2860,B,0,1.0,655.0,1.0,1.0,108,5300000.0
2861,B,0,3.0,1100.0,3.0,2.0,335,5800000.0
2862,B,1,2.0,1043.0,2.0,1.0,171,3950000.0
2863,B,0,2.0,985.0,2.0,1.0,493,2512000.0
2864,B,0,2.0,1060.0,2.0,1.0,458,5300000.0
2865,B,0,2.0,1365.0,2.0,1.0,225,12200000.0
2866,B,1,2.0,1219.0,2.0,1.0,447,6125000.0
2867,B,1,2.0,1052.0,2.0,2.0,284,5000000.0
2868,B,1,2.0,1020.0,2.0,1.0,441,4182000.0
2869,B,1,2.0,980.0,2.0,2.0,340,4200000.0
2870,B,1,3.0,1375.0,2.0,3.0,335,4806000.0
2871,P,1,3.0,2200.0,3.0,2.0,335,13000000.0
2872,B,1,3.0,1650.0,3.0,1.0,336,8400000.0
2873,P,1,6.0,1200.0,6.0,2.0,369,17000000.0
2874,B,1,3.0,1452.0,3.0,3.0,335,5560000.0
2875,P,1,4.0,1200.0,2.0,1.0,175,7500000.0
2876,B,1,1.0,656.0,1.0,1.0,391,5300000.0
2877,B,1,3.0,1749.0,3.0,2.0,188,12000000.0
2878,B,1,2.0,1363.0,2.0,1.0,447,7900000.0
2879,P,1,1.0,1260.0,1.0,1.0,365,4100000.0
2880,B,1,3.0,1596.0,3.0,1.0,135,10500000.0
2881,B,1,1.0,633.0,1.0,1.0,171,1709000.0
2882,B,1,3.0,1520.0,2.0,2.0,278,6000000.0
2883,P,1,3.0,1200.0,3.0,0.0,120,8500000.0
2884,B,1,2.0,1000.0,2.0,1.0,411,4600000.0
2885,P,1,6.0,1200.0,7.0,3.0,26,25000000.0
2886,B,1,3.0,1359.0,2.0,0.0,194,15000000.0
2887,B,1,2.0,1100.0,2.0,2.0,102,6500000.0
2888,B,1,2.0,775.0,2.0,2.0,407,2950000.0
2889,P,1,3.0,2010.0,3.0,2.0,447,20100000.0
2890,B,1,3.0,1530.0,3.0,2.0,93,6400000.0
2891,B,1,4.0,2150.0,4.0,1.0,407,10000000.0
2892,B,0,3.0,2370.0,4.0,2.0,231,19500000.0
2893,B,0,2.0,1145.0,2.0,1.0,171,6200000.0
2894,P,0,4.0,2360.0,4.0,2.0,49,60000000.0
2895,B,1,3.0,1864.0,3.0,3.0,261,11500000.0
2896,B,1,3.0,1450.0,3.0,3.0,268,7200000.0
2897,B,1,2.0,950.0,2.0,3.0,447,3100000.0
2898,B,1,3.0,1173.0,2.0,2.0,171,4575000.0
2899,B,0,2.0,1090.0,2.0,1.0,447,3148000.0
2900,B,1,2.0,1588.0,2.0,3.0,155,5800000.0
2901,B,1,3.0,1364.0,2.0,2.0,171,5600000.0
2902,B,1,3.0,2475.0,4.0,3.0,16,32600000.0
2903,P,1,2.0,1500.0,2.0,1.0,120,4500000.0
2904,B,1,2.0,660.0,1.0,1.0,447,1650000.0
2905,B,1,3.0,1650.0,3.0,1.0,69,18000000.0
2906,B,0,3.0,1634.0,3.0,3.0,233,7800000.0
2907,P,0,4.0,3150.0,5.0,1.0,338,21200000.0
2908,P,1,3.0,1500.0,4.0,1.0,486,9900000.0
2909,B,0,3.0,1571.0,3.0,2.0,447,8300000.0
2910,P,1,2.0,900.0,2.0,1.0,120,11000000.0
2911,B,0,3.0,1860.0,3.0,2.0,134,13000000.0
2912,P,1,3.0,1752.0,3.0,2.0,252,14500000.0
2913,B,1,3.0,1495.0,2.0,0.0,171,6400000.0
2914,B,1,4.0,3895.0,2.0,1.0,78,45100000.0
2915,B,1,4.0,3040.0,4.0,2.0,171,13500000.0
2916,B,1,3.0,1425.0,2.0,2.0,396,6400000.0
2917,P,1,2.0,800.0,3.0,1.0,278,5950000.0
2918,P,1,3.0,1200.0,2.0,0.0,123,19000000.0
2919,B,1,3.0,1300.0,2.0,1.0,396,4700000.0
2920,B,1,3.0,1576.0,3.0,2.0,339,5800000.0
2921,B,1,2.0,1424.0,2.0,3.0,143,8000000.0
2922,B,1,2.0,1041.0,2.0,1.0,335,3644000.0
2923,B,1,2.0,1200.0,2.0,2.0,264,7000000.0
2924,B,1,2.0,735.0,2.0,1.0,126,5799000.0
2925,B,0,2.0,1161.0,2.0,1.0,181,5515000.0
2926,B,1,3.0,1610.0,3.0,3.0,411,6800000.0
2927,B,0,1.0,630.0,1.0,1.0,447,4050000.0
2928,B,1,3.0,1800.0,3.0,2.0,335,9000000.0
2929,B,1,5.0,3500.0,5.0,2.0,175,15000000.0
2930,P,1,2.0,675.0,3.0,1.0,388,5200000.0
2931,B,1,4.0,3463.0,6.0,0.0,12,31000000.0
2932,B,1,3.0,1900.0,4.0,1.0,203,9000000.0
2933,B,1,4.0,3895.0,4.0,2.0,78,49500000.0
2934,B,0,2.0,1113.0,2.0,1.0,352,5000000.0
2935,P,0,2.0,1020.0,2.0,1.0,294,6200000.0
2936,P,1,8.0,1200.0,8.0,1.0,241,13500000.0
2937,B,1,6.0,3770.0,6.0,3.0,265,11000000.0
2938,B,1,3.0,2200.0,2.0,3.0,90,9900000.0
2939,B,1,4.0,2000.0,3.0,1.0,47,16600000.0
2940,P,1,3.0,800.0,3.0,2.0,287,12000000.0
2941,P,1,4.0,1200.0,2.0,1.0,289,14000000.0
2942,P,1,4.0,1200.0,4.0,0.0,101,12000000.0
2943,B,0,3.0,1425.0,2.0,2.0,180,9400000.0
2944,B,1,4.0,2000.0,4.0,0.0,182,9000000.0
2945,B,1,2.0,1197.0,2.0,1.0,188,7500000.0
2946,B,1,2.0,1071.0,2.0,1.0,310,6200000.0
2947,B,1,3.0,1300.0,3.0,3.0,116,7798999.999999999
2948,B,1,5.0,2700.0,5.0,0.0,231,15800000.0
2949,B,1,2.0,1155.0,2.0,2.0,435,4060000.0
2950,B,1,3.0,1025.0,2.0,1.0,447,4700000.0
2951,B,1,2.0,1100.0,2.0,2.0,245,5000000.0
2952,B,1,2.0,1040.0,2.0,2.0,175,5000000.0
2953,B,1,3.0,1859.0,3.0,2.0,180,12100000.0
2954,B,0,1.0,525.0,1.0,1.0,335,3000000.0
2955,B,1,2.0,1450.0,2.0,2.0,182,8000000.0
2956,B,0,2.0,1140.0,2.0,1.0,447,3292000.0
2957,P,1,8.0,1230.0,6.0,0.0,103,25000000.0
2958,B,1,3.0,1500.0,3.0,3.0,315,9000000.0
2959,B,1,3.0,1576.0,3.0,2.0,339,5870000.0
2960,B,1,2.0,1140.0,2.0,2.0,203,6500000.0
2961,B,1,2.0,1020.0,2.0,2.0,134,4500000.0
2962,B,1,3.0,1570.0,3.0,2.0,288,14000000.0
2963,B,1,2.0,1270.0,2.0,2.0,265,7800000.0
2964,B,0,2.0,1125.0,2.0,1.0,234,5480000.0
2965,B,0,3.0,1320.0,2.0,1.0,447,3811999.9999999995
2966,B,1,4.0,3400.0,5.0,3.0,301,24000000.0
2967,P,1,7.0,1200.0,7.0,3.0,146,16900000.0
2968,P,0,3.0,1200.0,3.0,2.0,171,7000000.0
2969,B,1,2.0,1464.0,2.0,2.0,301,5600000.0
2970,B,0,4.0,1880.0,4.0,0.0,182,15400000.0
2971,B,1,2.0,1089.0,2.0,1.0,275,4000000.0
2972,B,1,4.0,2425.0,5.0,1.0,171,19500000.0
2973,B,1,2.0,1151.0,2.0,2.0,93,3900000.0
2974,B,1,2.0,1250.0,2.0,0.0,120,20000000.0
2975,B,0,3.0,1322.0,2.0,2.0,281,5882000.0
2976,B,0,2.0,1126.0,2.0,1.0,275,2815000.0
2977,B,1,2.0,1290.0,2.0,2.0,132,7195000.0
2978,B,1,2.0,891.0,2.0,1.0,447,2600000.0
2979,B,1,3.0,1188.0,2.0,2.0,435,3800000.0
2980,B,1,2.0,2105.0,2.0,1.0,336,7020000.0
2981,B,1,3.0,1600.0,2.0,1.0,151,10800000.0
2982,B,1,3.0,2144.0,3.0,2.0,233,13500000.0
2983,B,1,4.0,3420.0,3.0,2.0,11,41000000.0
2984,B,1,2.0,1162.0,2.0,1.0,332,5700000.0
2985,B,1,4.0,3900.0,4.0,2.0,78,41000000.0
2986,B,1,2.0,1425.0,2.0,2.0,242,8000000.0
2987,B,0,2.0,1232.0,2.0,1.0,182,6961000.0
2988,B,1,3.0,1430.0,2.0,1.0,145,6500000.0
2989,B,1,2.0,1242.0,2.0,3.0,489,3970000.0000000005
2990,B,0,3.0,2280.0,4.0,2.0,134,12600000.0
2991,B,1,4.0,5150.0,4.0,3.0,143,55900000.0
2992,B,0,3.0,1355.0,3.0,2.0,78,8387000.0
2993,B,1,3.0,1491.0,3.0,2.0,265,8500000.0
2994,P,1,3.0,1705.0,2.0,1.0,105,29000000.0
2995,B,0,1.0,703.0,1.0,1.0,352,5200000.0
2996,P,1,3.0,2400.0,2.0,0.0,11,48000000.0
2997,B,1,2.0,1210.0,2.0,1.0,411,5000000.0
2998,B,1,2.0,1200.0,2.0,2.0,151,8000000.0
2999,B,1,2.0,1145.0,2.0,1.0,261,4650000.0
3000,B,1,2.0,1600.0,2.0,1.0,121,6398000.0
3001,B,1,2.0,1175.0,2.0,2.0,187,7500000.0
3002,B,1,3.0,1230.0,2.0,2.0,245,5351000.0
3003,B,0,4.0,2658.0,5.0,3.0,72,18900000.0
3004,B,0,3.0,1740.0,3.0,1.0,225,15000000.0
3005,B,0,3.0,1230.0,2.0,2.0,203,4350000.0
3006,B,1,2.0,963.0,2.0,2.0,435,4000000.0
3007,B,1,2.0,1300.0,2.0,2.0,49,8200000.0
3008,B,1,2.0,1148.0,2.0,2.0,261,6000000.0
3009,B,1,3.0,1282.0,2.0,1.0,265,4872000.0
3010,B,0,2.0,1152.0,2.0,1.0,447,6500000.0
3011,B,1,3.0,1458.0,2.0,2.0,134,6200000.0
3012,B,1,3.0,1500.0,3.0,1.0,78,15000000.0
3013,B,0,1.0,615.0,1.0,1.0,181,4308000.0
3014,P,0,2.0,1200.0,1.0,1.0,486,3600000.0
3015,B,1,2.0,1060.0,2.0,1.0,178,5850000.0
3016,B,1,2.0,1355.0,2.0,3.0,288,7500000.0
3017,B,1,2.0,1050.0,2.0,2.0,345,4725000.0
3018,P,1,4.0,3940.0,5.0,3.0,134,26500000.0
3019,B,1,2.0,1272.0,2.0,2.0,411,5150000.0
3020,B,1,4.0,2010.0,3.0,2.0,180,11500000.0
3021,B,1,2.0,1100.0,2.0,1.0,128,16600000.0
3022,B,1,2.0,1100.0,2.0,2.0,289,5500000.0
3023,B,1,2.0,900.0,2.0,2.0,496,2700000.0
3024,P,1,8.0,1500.0,7.0,2.0,252,38200000.0
3025,P,1,4.0,1200.0,3.0,1.0,335,9500000.0
3026,B,1,1.0,450.0,1.0,1.0,484,2000000.0
3027,B,1,9.0,7706.0,9.0,1.0,51,29600000.0
3028,B,1,2.0,1092.0,2.0,1.0,261,4900000.0
3029,B,1,2.0,1100.0,2.0,2.0,409,5200000.0
3030,B,1,2.0,1418.0,2.0,2.0,88,10300000.0
3031,B,1,2.0,1194.0,2.0,2.0,301,4700000.0
3032,B,1,2.0,1070.0,2.0,1.0,447,5610000.0
3033,B,1,3.0,1350.0,2.0,3.0,242,4800000.0
3034,B,1,2.0,1100.0,2.0,1.0,233,3800000.0
3035,P,1,3.0,2000.0,2.0,2.0,120,36000000.0
3036,P,1,5.0,1200.0,4.0,2.0,90,24000000.0
3037,B,1,2.0,1145.0,2.0,2.0,171,4950000.0
3038,P,1,9.0,1800.0,10.0,3.0,382,18500000.0
3039,B,1,4.0,850.0,2.0,1.0,175,6500000.0
3040,B,1,2.0,1163.0,2.0,1.0,145,9886000.0
3041,B,1,1.0,688.0,1.0,2.0,268,5000000.0
3042,B,0,3.0,1699.0,3.0,3.0,335,8194000.0
3043,P,1,4.0,1500.0,4.0,3.0,134,20000000.0
3044,B,1,3.0,1936.0,3.0,1.0,182,11800000.0
3045,B,1,3.0,1455.0,2.0,1.0,490,4500000.0
3046,B,1,2.0,1222.0,2.0,2.0,112,8000000.0
3047,B,1,2.0,1165.0,2.0,1.0,198,4961000.0
3048,B,1,2.0,1133.0,2.0,2.0,379,5500000.0
3049,B,1,3.0,1500.0,3.0,2.0,360,7000000.0
3050,B,1,4.0,7502.0,4.0,2.0,89,21100000.0
3051,B,1,2.0,1140.0,2.0,1.0,252,4332000.0
3052,B,0,2.0,1296.0,2.0,3.0,335,8906000.0
3053,P,1,11.0,1200.0,6.0,3.0,339,15000000.0
3054,P,1,3.0,1200.0,3.0,1.0,120,13000000.0
3055,B,0,2.0,1140.0,2.0,2.0,276,5600000.0
3056,B,1,2.0,620.0,1.0,1.0,486,2350000.0
3057,B,1,3.0,1680.0,4.0,3.0,204,9500000.0
3058,B,1,2.0,927.0,2.0,2.0,327,5500000.0
3059,B,0,3.0,1639.0,3.0,1.0,393,8300000.0
3060,B,1,2.0,1050.0,2.0,2.0,68,6500000.0
3061,B,1,3.0,1691.0,3.0,2.0,171,10000000.0
3062,P,0,2.0,600.0,4.0,1.0,133,11000000.0
3063,B,1,3.0,1530.0,3.0,2.0,93,5700000.0
3064,B,0,1.0,520.0,1.0,1.0,493,1404000.0
3065,B,1,3.0,1314.0,2.0,2.0,393,6300000.0
3066,B,1,2.0,1190.0,2.0,2.0,134,6700000.0
3067,B,1,2.0,1089.0,2.0,1.0,155,4900000.0
3068,P,1,1.0,600.0,1.0,1.0,225,3500000.0
3069,B,1,2.0,1200.0,2.0,2.0,414,4260000.0
3070,B,1,3.0,1645.0,3.0,2.0,201,8700000.0
3071,P,1,4.0,2000.0,4.0,1.0,145,13000000.0
3072,B,1,2.0,1174.0,2.0,1.0,188,7500000.0
3073,B,1,4.0,3300.0,4.0,2.0,178,32900000.0
3074,B,1,1.0,671.0,1.0,1.0,209,3685000.0
3075,P,1,3.0,3010.0,3.0,2.0,134,20000000.0
3076,P,1,3.0,800.0,3.0,3.0,120,6000000.0
3077,B,1,3.0,1683.0,3.0,1.0,153,11000000.0
3078,B,1,2.0,1220.0,2.0,1.0,234,5850000.0
3079,B,0,2.0,1050.0,2.0,2.0,398,4500000.0
3080,B,1,2.0,1100.0,2.0,2.0,331,4700000.0
3081,B,1,2.0,1330.0,2.0,1.0,134,9250000.0
3082,P,1,4.0,3000.0,4.0,3.0,134,30600000.0
3083,B,1,3.0,1533.0,3.0,2.0,140,11500000.0
3084,P,1,4.0,2400.0,3.0,2.0,25,48000000.0
3085,P,0,3.0,4050.0,3.0,2.0,35,28000000.0
3086,B,1,2.0,1314.0,2.0,2.0,171,11000000.0
3087,B,1,2.0,1094.0,2.0,2.0,276,5400000.0
3088,B,0,2.0,1025.0,2.0,1.0,447,2961000.0
3089,B,0,2.0,1328.0,2.0,2.0,335,10700000.0
3090,B,1,3.0,1660.0,2.0,2.0,171,11600000.0
3091,P,1,5.0,1035.0,5.0,1.0,291,17000000.0
3092,P,1,4.0,1200.0,4.0,2.0,203,14500000.0
3093,B,1,3.0,1260.0,2.0,1.0,121,9500000.0
3094,P,1,6.0,1600.0,4.0,1.0,108,20000000.0
3095,B,0,3.0,1033.0,2.0,2.0,479,2553000.0
3096,B,1,1.0,715.0,1.0,2.0,171,2900000.0
3097,P,1,3.0,2400.0,4.0,1.0,327,13000000.0
3098,B,1,3.0,1650.0,3.0,3.0,36,22000000.0
3099,B,1,2.0,1219.0,2.0,2.0,235,4800000.0
3100,B,1,2.0,1291.0,2.0,1.0,143,7500000.0
3101,B,1,2.0,1253.0,2.0,1.0,49,10200000.0
